# t_ps  r2_target_Ang  dist_Ang  force_kcal_per_mol_per_Ang  work_cum_kcal_per_mol
4.499999999999992610e+02 3.171999999999999886e+01 3.159624000000000166e+01 1.782149999999999901e+00 -8.330000000000000598e-03
4.600000000000008527e+02 3.173000000000000043e+01 3.155574000000000012e+01 2.509290000000000020e+00 -8.400000000000000348e-04
4.699999999999988631e+02 3.173999999999999844e+01 3.168568000000000140e+01 7.822099999999999609e-01 8.200000000000000691e-03
4.800000000000003979e+02 3.175000000000000000e+01 3.197750999999999877e+01 -3.276120000000000143e+00 -6.939999999999999988e-03
4.900000000000019895e+02 3.176000000000000156e+01 3.200187999999999988e+01 -3.483010000000000161e+00 -4.490000000000000241e-02
5.000000000000000000e+02 3.176999999999999957e+01 3.183968000000000131e+01 -1.003349999999999964e+00 -6.250000000000000000e-02
5.100000000000015348e+02 3.178000000000000114e+01 3.169228000000000023e+01 1.263200000000000101e+00 -7.713000000000000411e-02
5.199999999999995453e+02 3.178999999999999915e+01 3.172913000000000139e+01 8.765899999999999803e-01 -7.971999999999999920e-02
5.300000000000011369e+02 3.180000000000000071e+01 3.168788999999999945e+01 1.614319999999999977e+00 -6.468999999999999750e-02
5.399999999999990905e+02 3.180999999999999872e+01 3.178912000000000049e+01 3.007099999999999773e-01 -5.995999999999999941e-02
5.500000000000006821e+02 3.182000000000000028e+01 3.171422000000000097e+01 1.523239999999999927e+00 -5.002000000000000196e-02
5.599999999999987494e+02 3.182999999999999829e+01 3.155601000000000056e+01 3.945450000000000124e+00 -3.083999999999999936e-02
5.700000000000002274e+02 3.183999999999999986e+01 3.177779999999999916e+01 8.957100000000000062e-01 -4.029999999999999728e-03
5.800000000000018190e+02 3.185000000000000142e+01 3.193962000000000145e+01 -1.290540000000000020e+00 -1.434999999999999991e-02
5.899999999999998863e+02 3.185999999999999943e+01 3.190560999999999936e+01 -6.568199999999999594e-01 -2.181999999999999912e-02
6.000000000000013642e+02 3.187000000000000099e+01 3.173115999999999914e+01 1.999270000000000103e+00 -1.318000000000000074e-02
6.099999999999994316e+02 3.187999999999999901e+01 3.197237000000000151e+01 -1.330200000000000049e+00 -1.607000000000000095e-02
6.200000000000010232e+02 3.189000000000000057e+01 3.196285999999999916e+01 -1.049120000000000053e+00 -1.874999999999999931e-02
6.299999999999989768e+02 3.189999999999999858e+01 3.191091000000000122e+01 -1.570699999999999874e-01 -3.429000000000000103e-02
6.400000000000005684e+02 3.191000000000000014e+01 3.191152999999999906e+01 -2.205000000000000016e-02 -2.772000000000000158e-02
6.500000000000021600e+02 3.192000000000000171e+01 3.206103000000000236e+01 -2.030759999999999899e+00 -3.264999999999999847e-02
6.600000000000001137e+02 3.192999999999999972e+01 3.190827000000000169e+01 3.128900000000000015e-01 -4.442999999999999727e-02
6.700000000000017053e+02 3.194000000000000128e+01 3.186391000000000062e+01 1.095660000000000078e+00 -3.561999999999999889e-02
6.799999999999996589e+02 3.194999999999999929e+01 3.181502000000000052e+01 1.943680000000000074e+00 -3.899999999999999994e-02
6.900000000000012506e+02 3.196000000000000085e+01 3.197537000000000162e+01 -2.212899999999999867e-01 -4.309999999999999942e-02
6.999999999999993179e+02 3.196999999999999886e+01 3.199642000000000053e+01 -3.805100000000000149e-01 -5.741000000000000270e-02
7.100000000000007958e+02 3.198000000000000043e+01 3.199505999999999872e+01 -2.168499999999999872e-01 -5.813000000000000111e-02
7.199999999999988631e+02 3.198999999999999844e+01 3.170945999999999998e+01 4.039760000000000240e+00 -4.469999999999999668e-02
7.300000000000004547e+02 3.200000000000000000e+01 3.199971999999999994e+01 4.060000000000000241e-03 -1.059000000000000045e-02
7.399999999999984084e+02 3.200999999999999801e+01 3.216783999999999821e+01 -2.272899999999999920e+00 -2.714000000000000093e-02
7.500000000000035243e+02 3.202000000000000313e+01 3.207876000000000261e+01 -8.461100000000000287e-01 -4.005999999999999839e-02
7.600000000000015916e+02 3.203000000000000114e+01 3.218786000000000058e+01 -2.273120000000000029e+00 -5.739999999999999963e-02
7.699999999999995453e+02 3.203999999999999915e+01 3.212053999999999832e+01 -1.159759999999999902e+00 -7.677000000000000490e-02
7.799999999999976126e+02 3.204999999999999716e+01 3.210555000000000092e+01 -7.998899999999999899e-01 -9.227000000000000479e-02
7.900000000000027285e+02 3.206000000000000227e+01 3.211551999999999651e+01 -7.994400000000000395e-01 -9.704999999999999738e-02
8.000000000000006821e+02 3.207000000000000028e+01 3.215626999999999924e+01 -1.242259999999999920e+00 -9.357000000000000040e-02
8.099999999999987494e+02 3.207999999999999829e+01 3.211889000000000038e+01 -5.600699999999999568e-01 -1.029100000000000015e-01
8.200000000000038654e+02 3.209000000000000341e+01 3.204023000000000110e+01 7.166599999999999637e-01 -9.907000000000000528e-02
8.300000000000018190e+02 3.210000000000000142e+01 3.188983999999999952e+01 3.026339999999999808e+00 -8.974000000000000032e-02
8.399999999999998863e+02 3.210999999999999943e+01 3.191236999999999924e+01 2.845819999999999794e+00 -6.253000000000000225e-02
8.499999999999978400e+02 3.211999999999999744e+01 3.210271999999999792e+01 2.488299999999999956e-01 -4.250000000000000305e-02
8.600000000000029559e+02 3.213000000000000256e+01 3.207298999999999722e+01 8.209600000000000231e-01 -2.937999999999999987e-02
8.700000000000010232e+02 3.214000000000000057e+01 3.194014999999999915e+01 2.877909999999999968e+00 -8.500000000000000611e-03
8.799999999999989768e+02 3.214999999999999858e+01 3.196345000000000169e+01 2.686350000000000016e+00 7.270000000000000420e-03
8.899999999999970441e+02 3.215999999999999659e+01 3.228115999999999985e+01 -1.744720000000000049e+00 1.332999999999999984e-02
9.000000000000021600e+02 3.217000000000000171e+01 3.220730999999999966e+01 -5.372500000000000053e-01 1.868999999999999828e-02
9.100000000000001137e+02 3.217999999999999972e+01 3.200735999999999848e+01 2.485970000000000013e+00 2.745999999999999830e-02
9.199999999999981810e+02 3.218999999999999773e+01 3.210575000000000045e+01 1.213170000000000082e+00 3.728999999999999676e-02
9.300000000000032969e+02 3.220000000000000284e+01 3.193959999999999866e+01 3.749810000000000088e+00 6.201999999999999874e-02
9.400000000000012506e+02 3.221000000000000085e+01 3.193629999999999924e+01 3.941279999999999895e+00 1.057400000000000007e-01
9.499999999999993179e+02 3.221999999999999886e+01 3.200404999999999944e+01 3.109620000000000051e+00 1.316100000000000048e-01
9.599999999999972715e+02 3.222999999999999687e+01 3.202069000000000187e+01 3.013990000000000169e+00 1.754100000000000104e-01
9.700000000000023874e+02 3.224000000000000199e+01 3.214052999999999827e+01 1.432420000000000027e+00 1.950000000000000067e-01
9.800000000000004547e+02 3.225000000000000000e+01 3.191441000000000017e+01 4.832530000000000214e+00 2.047299999999999953e-01
9.899999999999984084e+02 3.225999999999999801e+01 3.201953000000000316e+01 3.462699999999999889e+00 2.266700000000000104e-01
1.000000000000003524e+03 3.227000000000000313e+01 3.217152999999999707e+01 1.417910000000000004e+00 2.266700000000000104e-01
1.010000000000001592e+03 3.228000000000000114e+01 3.202714999999999890e+01 3.641080000000000094e+00 2.558300000000000018e-01
1.019999999999999545e+03 3.228999999999999915e+01 3.214674999999999727e+01 2.062819999999999876e+00 2.803900000000000281e-01
1.029999999999997499e+03 3.229999999999999716e+01 3.223187000000000069e+01 9.810600000000000431e-01 2.966000000000000303e-01
1.040000000000002728e+03 3.231000000000000227e+01 3.246218999999999966e+01 -2.191559999999999953e+00 2.863999999999999879e-01
1.050000000000000682e+03 3.232000000000000028e+01 3.210159000000000162e+01 3.145099999999999785e+00 2.914800000000000169e-01
1.059999999999998636e+03 3.232999999999999829e+01 3.228990000000000293e+01 5.774799999999999933e-01 3.036800000000000055e-01
1.070000000000003865e+03 3.234000000000000341e+01 3.239394000000000062e+01 -7.767300000000000315e-01 3.127100000000000435e-01
1.080000000000001819e+03 3.235000000000000142e+01 3.229323999999999728e+01 8.173099999999999810e-01 3.168900000000000050e-01
1.089999999999999773e+03 3.235999999999999943e+01 3.212780999999999665e+01 3.343469999999999942e+00 3.309900000000000064e-01
1.099999999999997954e+03 3.236999999999999744e+01 3.235983000000000231e+01 1.464799999999999991e-01 3.484300000000000175e-01
1.110000000000002956e+03 3.238000000000000256e+01 3.247466000000000008e+01 -1.363129999999999953e+00 3.516200000000000436e-01
1.120000000000000909e+03 3.239000000000000057e+01 3.235307000000000244e+01 5.317199999999999704e-01 3.479599999999999915e-01
1.129999999999999091e+03 3.239999999999999858e+01 3.224443999999999733e+01 2.240019999999999900e+00 3.471600000000000241e-01
1.139999999999997044e+03 3.240999999999999659e+01 3.232254999999999967e+01 1.259339999999999904e+00 3.672800000000000509e-01
1.150000000000002046e+03 3.242000000000000171e+01 3.241620999999999952e+01 5.449999999999999983e-02 3.628000000000000114e-01
1.160000000000000227e+03 3.242999999999999972e+01 3.255837999999999965e+01 -1.848670000000000035e+00 3.661800000000000055e-01
1.169999999999998181e+03 3.243999999999999773e+01 3.262780999999999665e+01 -2.704530000000000101e+00 3.446000000000000174e-01
1.180000000000003183e+03 3.245000000000000284e+01 3.255183000000000249e+01 -1.466369999999999951e+00 3.426100000000000256e-01
1.190000000000001364e+03 3.246000000000000085e+01 3.262810999999999950e+01 -2.420770000000000088e+00 3.161700000000000066e-01
1.199999999999999318e+03 3.246999999999999886e+01 3.238676000000000244e+01 1.198730000000000073e+00 3.056600000000000428e-01
1.209999999999997272e+03 3.247999999999999687e+01 3.261216000000000292e+01 -1.903049999999999908e+00 3.048600000000000199e-01
1.220000000000002501e+03 3.249000000000000199e+01 3.239213999999999771e+01 1.409210000000000074e+00 3.048199999999999799e-01
1.230000000000000455e+03 3.250000000000000000e+01 3.240950999999999738e+01 1.303010000000000002e+00 3.171800000000000175e-01
1.239999999999998408e+03 3.250999999999999801e+01 3.243021000000000242e+01 1.148970000000000047e+00 3.364900000000000113e-01
1.250000000000003638e+03 3.252000000000000313e+01 3.256313000000000102e+01 -6.211299999999999599e-01 3.495199999999999974e-01
1.260000000000001592e+03 3.253000000000000114e+01 3.234796000000000049e+01 2.621319999999999872e+00 3.718799999999999883e-01
1.269999999999999545e+03 3.253999999999999915e+01 3.236561999999999983e+01 2.511050000000000004e+00 4.017399999999999860e-01
1.279999999999997499e+03 3.254999999999999716e+01 3.234456000000000131e+01 2.958359999999999879e+00 4.219399999999999817e-01
1.290000000000002728e+03 3.256000000000000227e+01 3.243493000000000137e+01 1.800990000000000091e+00 4.517700000000000049e-01
1.300000000000000682e+03 3.257000000000000028e+01 3.257911000000000001e+01 -1.312399999999999956e-01 4.553200000000000025e-01
1.309999999999998636e+03 3.257999999999999829e+01 3.237915000000000276e+01 2.892209999999999948e+00 4.794199999999999573e-01
1.320000000000003865e+03 3.259000000000000341e+01 3.250679000000000229e+01 1.198199999999999932e+00 5.030200000000000227e-01
1.330000000000001819e+03 3.260000000000000142e+01 3.231062000000000012e+01 4.167049999999999699e+00 5.293799999999999617e-01
1.339999999999999773e+03 3.260999999999999943e+01 3.219608000000000203e+01 5.960510000000000197e+00 5.825500000000000123e-01
1.349999999999997954e+03 3.261999999999999744e+01 3.251442999999999728e+01 1.520280000000000076e+00 6.352100000000000524e-01
1.360000000000002956e+03 3.263000000000000256e+01 3.253105999999999653e+01 1.424719999999999986e+00 6.550700000000000411e-01
1.370000000000000909e+03 3.264000000000000057e+01 3.253372999999999848e+01 1.530359999999999943e+00 6.732500000000000151e-01
1.379999999999998863e+03 3.264999999999999858e+01 3.250482999999999834e+01 2.090479999999999894e+00 6.939499999999999558e-01
1.389999999999997044e+03 3.265999999999999659e+01 3.273156000000000176e+01 -1.030459999999999932e+00 7.030399999999999983e-01
1.400000000000002046e+03 3.267000000000000171e+01 3.235179000000000116e+01 4.582180000000000142e+00 7.257299999999999862e-01
1.410000000000000000e+03 3.267999999999999972e+01 3.246227999999999980e+01 3.135099999999999998e+00 7.536400000000000876e-01
1.419999999999998181e+03 3.268999999999999773e+01 3.261164999999999736e+01 1.128179999999999961e+00 7.858300000000000285e-01
1.430000000000003183e+03 3.270000000000000284e+01 3.254688999999999766e+01 2.204829999999999846e+00 8.032900000000000595e-01
1.440000000000001137e+03 3.271000000000000085e+01 3.256170999999999793e+01 2.135320000000000107e+00 8.368400000000000283e-01
1.449999999999999318e+03 3.271999999999999886e+01 3.235253999999999763e+01 5.291409999999999947e+00 8.761200000000000099e-01
1.459999999999997272e+03 3.272999999999999687e+01 3.245394000000000290e+01 3.975270000000000081e+00 9.266600000000000392e-01
1.470000000000002274e+03 3.274000000000000199e+01 3.249756000000000000e+01 3.491070000000000118e+00 9.495800000000000907e-01
1.480000000000000455e+03 3.275000000000000000e+01 3.255031999999999925e+01 2.875340000000000007e+00 9.818100000000000716e-01
1.489999999999998408e+03 3.275999999999999801e+01 3.263362000000000052e+01 1.819919999999999982e+00 1.013979999999999881e+00
1.500000000000003411e+03 3.277000000000000313e+01 3.257753000000000299e+01 2.771510000000000140e+00 1.040680000000000049e+00
1.510000000000001592e+03 3.278000000000000114e+01 3.240362999999999971e+01 5.419769999999999754e+00 1.086840000000000028e+00
1.519999999999999545e+03 3.278999999999999915e+01 3.244682999999999851e+01 4.941690000000000360e+00 1.139920000000000044e+00
1.529999999999997499e+03 3.279999999999999716e+01 3.259908000000000072e+01 2.893310000000000048e+00 1.188679999999999959e+00
1.540000000000002728e+03 3.281000000000000227e+01 3.240695999999999799e+01 5.803709999999999702e+00 1.238599999999999923e+00
1.550000000000000682e+03 3.282000000000000028e+01 3.259331999999999852e+01 3.264139999999999819e+00 1.275830000000000020e+00
1.559999999999998636e+03 3.282999999999999829e+01 3.246542999999999779e+01 5.249839999999999840e+00 1.306130000000000013e+00
1.570000000000003865e+03 3.284000000000000341e+01 3.259000999999999948e+01 3.599790000000000045e+00 1.343689999999999829e+00
1.580000000000001819e+03 3.285000000000000142e+01 3.252179999999999893e+01 4.726130000000000386e+00 1.381920000000000037e+00
1.589999999999999773e+03 3.285999999999999943e+01 3.243874999999999886e+01 6.066049999999999720e+00 1.440149999999999819e+00
1.599999999999997726e+03 3.286999999999999744e+01 3.237496000000000151e+01 7.128599999999999604e+00 1.506279999999999841e+00
1.610000000000002956e+03 3.288000000000000256e+01 3.250643000000000171e+01 5.379349999999999632e+00 1.574919999999999876e+00
1.620000000000000909e+03 3.289000000000000057e+01 3.240361000000000047e+01 7.003960000000000186e+00 1.635449999999999848e+00
1.629999999999998863e+03 3.289999999999999858e+01 3.247576999999999714e+01 6.108880000000000088e+00 1.694459999999999855e+00
1.639999999999997044e+03 3.290999999999999659e+01 3.234040000000000248e+01 8.202189999999999870e+00 1.759859999999999980e+00
1.650000000000002046e+03 3.292000000000000171e+01 3.266805000000000092e+01 3.628049999999999997e+00 1.822259999999999991e+00
1.660000000000000000e+03 3.292999999999999972e+01 3.250455999999999790e+01 6.126380000000000159e+00 1.869070000000000009e+00
1.669999999999998181e+03 3.293999999999999773e+01 3.262082999999999799e+01 4.596090000000000231e+00 1.920239999999999947e+00
1.680000000000003183e+03 3.295000000000000284e+01 3.291062999999999761e+01 5.668600000000000305e-01 1.967049999999999965e+00
1.690000000000001137e+03 3.296000000000000085e+01 3.296502999999999872e+01 -7.241999999999999826e-02 1.974609999999999976e+00
1.699999999999999318e+03 3.296999999999999886e+01 3.291295999999999822e+01 8.213300000000000045e-01 1.968459999999999877e+00
1.709999999999997272e+03 3.297999999999999687e+01 3.301192999999999955e+01 -4.597800000000000220e-01 1.980489999999999862e+00
1.720000000000002274e+03 3.299000000000000199e+01 3.277960000000000207e+01 3.029760000000000009e+00 1.995829999999999993e+00
1.730000000000000455e+03 3.300000000000000000e+01 3.286912999999999840e+01 1.884579999999999922e+00 2.016420000000000101e+00
1.739999999999998408e+03 3.300999999999999801e+01 3.254249999999999687e+01 6.731989999999999696e+00 2.053869999999999862e+00
1.750000000000003411e+03 3.302000000000000313e+01 3.271114000000000033e+01 4.447540000000000049e+00 2.123549999999999827e+00
1.760000000000001592e+03 3.303000000000000114e+01 3.258080999999999960e+01 6.468399999999999928e+00 2.192029999999999923e+00
1.769999999999999545e+03 3.303999999999999915e+01 3.274730999999999881e+01 4.214800000000000324e+00 2.218529999999999891e+00
1.779999999999997499e+03 3.304999999999999716e+01 3.262946999999999775e+01 6.055659999999999599e+00 2.270589999999999886e+00
1.790000000000002728e+03 3.306000000000000227e+01 3.301751999999999754e+01 6.117299999999999960e-01 2.303030000000000133e+00
1.800000000000000682e+03 3.307000000000000028e+01 3.295541999999999661e+01 1.649920000000000053e+00 2.310540000000000038e+00
1.809999999999998636e+03 3.307999999999999829e+01 3.286955999999999989e+01 3.030400000000000205e+00 2.326789999999999914e+00
1.820000000000003865e+03 3.309000000000000341e+01 3.272171000000000163e+01 5.303309999999999746e+00 2.366509999999999891e+00
1.830000000000001819e+03 3.310000000000000142e+01 3.262530999999999892e+01 6.835560000000000080e+00 2.442219999999999835e+00
1.839999999999999773e+03 3.310999999999999943e+01 3.246459999999999724e+01 9.293730000000000047e+00 2.518250000000000099e+00
1.849999999999997726e+03 3.311999999999999744e+01 3.254807000000000272e+01 8.235860000000000625e+00 2.613319999999999865e+00
1.860000000000002956e+03 3.313000000000000256e+01 3.246128000000000213e+01 9.629630000000000578e+00 2.705670000000000019e+00
1.870000000000000909e+03 3.314000000000000057e+01 3.237530000000000285e+01 1.101168000000000013e+01 2.799239999999999728e+00
1.879999999999998863e+03 3.314999999999999858e+01 3.276977000000000118e+01 5.475270000000000081e+00 2.894699999999999829e+00
1.889999999999997044e+03 3.315999999999999659e+01 3.276827000000000112e+01 5.640900000000000247e+00 2.944039999999999768e+00
1.900000000000002046e+03 3.317000000000000171e+01 3.299985000000000213e+01 2.450169999999999959e+00 2.988029999999999742e+00
1.910000000000000000e+03 3.317999999999999972e+01 3.289865000000000350e+01 4.051440000000000374e+00 3.014990000000000059e+00
1.919999999999998181e+03 3.318999999999999773e+01 3.282482999999999862e+01 5.258409999999999584e+00 3.071190000000000087e+00
1.930000000000003183e+03 3.320000000000000284e+01 3.285316999999999865e+01 4.994410000000000238e+00 3.120029999999999859e+00
1.940000000000001137e+03 3.321000000000000085e+01 3.298476999999999748e+01 3.243320000000000203e+00 3.171459999999999724e+00
1.949999999999999318e+03 3.321999999999999886e+01 3.273051999999999850e+01 7.048549999999999649e+00 3.232829999999999870e+00
1.959999999999997272e+03 3.322999999999999687e+01 3.282885000000000275e+01 5.776580000000000048e+00 3.301609999999999712e+00
1.970000000000002274e+03 3.324000000000000199e+01 3.252673000000000059e+01 1.027106999999999992e+01 3.388160000000000061e+00
1.980000000000000455e+03 3.325000000000000000e+01 3.246650999999999954e+01 1.128231000000000073e+01 3.477729999999999766e+00
1.989999999999998408e+03 3.325999999999999801e+01 3.260300000000000153e+01 9.460839999999999250e+00 3.572550000000000114e+00
2.000000000000003411e+03 3.327000000000000313e+01 3.277165000000000106e+01 7.176260000000000083e+00 3.572550000000000114e+00
2.010000000000001592e+03 3.328000000000000114e+01 3.295073000000000008e+01 4.741489999999999760e+00 3.633550000000000058e+00
2.019999999999999545e+03 3.328999999999999915e+01 3.298940999999999946e+01 4.328470000000000262e+00 3.672400000000000109e+00
2.029999999999997499e+03 3.329999999999999716e+01 3.321656999999999726e+01 1.201349999999999918e+00 3.710809999999999942e+00
2.040000000000002728e+03 3.331000000000000227e+01 3.283919999999999817e+01 6.779550000000000409e+00 3.762999999999999901e+00
2.050000000000000455e+03 3.332000000000000028e+01 3.264175000000000182e+01 9.766790000000000305e+00 3.842850000000000321e+00
2.059999999999998636e+03 3.332999999999999829e+01 3.284505999999999659e+01 6.983200000000000074e+00 3.924420000000000019e+00
2.070000000000003638e+03 3.334000000000000341e+01 3.313353000000000037e+01 2.973219999999999974e+00 3.975170000000000314e+00
2.080000000000001819e+03 3.335000000000000142e+01 3.297601000000000226e+01 5.385480000000000267e+00 4.016919999999999824e+00
2.090000000000000000e+03 3.335999999999999943e+01 3.279941000000000173e+01 8.072530000000000427e+00 4.093210000000000015e+00
2.099999999999997726e+03 3.336999999999999744e+01 3.288062000000000040e+01 7.047069999999999723e+00 4.162700000000000067e+00
2.110000000000002728e+03 3.338000000000000256e+01 3.273604999999999876e+01 9.272830000000000794e+00 4.237339999999999662e+00
2.120000000000000909e+03 3.339000000000000057e+01 3.281371000000000038e+01 8.298560000000000159e+00 4.316530000000000200e+00
2.129999999999999091e+03 3.339999999999999858e+01 3.314356999999999687e+01 3.692600000000000104e+00 4.376050000000000217e+00
2.139999999999996817e+03 3.340999999999999659e+01 3.286805999999999983e+01 7.803980000000000139e+00 4.437020000000000408e+00
2.150000000000002274e+03 3.342000000000000171e+01 3.327571999999999974e+01 2.077659999999999840e+00 4.482809999999999739e+00
2.160000000000000000e+03 3.342999999999999972e+01 3.318623999999999796e+01 3.510089999999999932e+00 4.523369999999999891e+00
2.169999999999998181e+03 3.343999999999999773e+01 3.311303999999999803e+01 4.708239999999999981e+00 4.568260000000000431e+00
2.180000000000003183e+03 3.345000000000000284e+01 3.305194999999999794e+01 5.731849999999999667e+00 4.623789999999999623e+00
2.190000000000001364e+03 3.346000000000000085e+01 3.300012000000000256e+01 6.622230000000000061e+00 4.692660000000000053e+00
2.199999999999999091e+03 3.346999999999999886e+01 3.293014000000000152e+01 7.773979999999999890e+00 4.770749999999999602e+00
2.209999999999997272e+03 3.347999999999999687e+01 3.291718000000000188e+01 8.104589999999999961e+00 4.852389999999999759e+00
2.220000000000002274e+03 3.349000000000000199e+01 3.285374999999999801e+01 9.161979999999999791e+00 4.931810000000000471e+00
2.230000000000000455e+03 3.350000000000000000e+01 3.301353000000000293e+01 7.005200000000000315e+00 5.007719999999999949e+00
2.239999999999998181e+03 3.350999999999999801e+01 3.295931999999999817e+01 7.929789999999999672e+00 5.081010000000000026e+00
2.250000000000003638e+03 3.352000000000000313e+01 3.290198000000000178e+01 8.899430000000000618e+00 5.156259999999999621e+00
2.260000000000001364e+03 3.353000000000000114e+01 3.327293000000000234e+01 3.701750000000000096e+00 5.221300000000000274e+00
2.269999999999999545e+03 3.353999999999999915e+01 3.326487999999999801e+01 3.961759999999999948e+00 5.270190000000000374e+00
2.279999999999997726e+03 3.354999999999999716e+01 3.316812999999999789e+01 5.498929999999999652e+00 5.327950000000000408e+00
