# t_ps  r2_target_Ang  dist_Ang  force_kcal_per_mol_per_Ang  work_cum_kcal_per_mol
2.369999999999999545e+03 4.064999999999999858e+01 4.022144999999999726e+01 6.171079999999999899e+00 5.207732000000000028e+01
2.380000000000000455e+03 4.070000000000000284e+01 4.045378999999999792e+01 3.545420000000000016e+00 5.227425000000000210e+01
2.390000000000000000e+03 4.075000000000000000e+01 4.023127000000000209e+01 7.469769999999999577e+00 5.254446000000000083e+01
2.399999999999999091e+03 4.079999999999999716e+01 4.054281999999999897e+01 3.703370000000000051e+00 5.285054000000000229e+01
2.410000000000000000e+03 4.085000000000000142e+01 4.055901000000000067e+01 4.190269999999999939e+00 5.297487000000000279e+01
2.419999999999999545e+03 4.089999999999999858e+01 4.045631000000000199e+01 6.389179999999999637e+00 5.326595000000000368e+01
2.430000000000000455e+03 4.095000000000000284e+01 4.027315000000000111e+01 9.746570000000000178e+00 5.364051000000000613e+01
2.440000000000000000e+03 4.100000000000000000e+01 4.041259000000000157e+01 8.458650000000000446e+00 5.412380000000000280e+01
2.449999999999999091e+03 4.104999999999999716e+01 4.038297000000000025e+01 9.605169999999999320e+00 5.455671999999999855e+01
2.460000000000000000e+03 4.110000000000000142e+01 4.042549999999999955e+01 9.712730000000000530e+00 5.504577000000000453e+01
2.469999999999999545e+03 4.114999999999999858e+01 4.054899000000000342e+01 8.654600000000000293e+00 5.552871000000000379e+01
2.480000000000000455e+03 4.120000000000000284e+01 4.062991000000000241e+01 8.209329999999999572e+00 5.598447000000000173e+01
2.490000000000000000e+03 4.125000000000000000e+01 4.063530000000000086e+01 8.851679999999999993e+00 5.646410000000000196e+01
2.499999999999999091e+03 4.129999999999999716e+01 4.068252999999999986e+01 8.891550000000000509e+00 5.691694000000000386e+01
2.510000000000000000e+03 4.135000000000000142e+01 4.100169999999999959e+01 5.015559999999999796e+00 5.719226000000000454e+01
2.519999999999999545e+03 4.139999999999999858e+01 4.093569000000000102e+01 6.686079999999999579e+00 5.747310000000000230e+01
2.530000000000000455e+03 4.145000000000000284e+01 4.092831000000000330e+01 7.512340000000000018e+00 5.785326000000000590e+01
2.540000000000000000e+03 4.150000000000000000e+01 4.112619000000000113e+01 5.382799999999999585e+00 5.811048999999999864e+01
2.549999999999999091e+03 4.154999999999999716e+01 4.111914000000000158e+01 6.204410000000000203e+00 5.834217999999999904e+01
2.560000000000000000e+03 4.160000000000000142e+01 4.086974000000000018e+01 1.051572999999999958e+01 5.863833000000000339e+01
2.569999999999999545e+03 4.164999999999999858e+01 4.081537000000000148e+01 1.201866000000000057e+01 5.926064999999999827e+01
2.580000000000000455e+03 4.170000000000000284e+01 4.070112999999999914e+01 1.438372999999999990e+01 5.986191999999999780e+01
2.590000000000000000e+03 4.175000000000000000e+01 4.073413999999999646e+01 1.462832000000000043e+01 6.061746999999999730e+01
2.599999999999999091e+03 4.179999999999999716e+01 4.083568999999999960e+01 1.388601000000000063e+01 6.128531999999999869e+01
2.610000000000000000e+03 4.185000000000000142e+01 4.108127000000000351e+01 1.106971000000000060e+01 6.197447999999999979e+01
2.619999999999999545e+03 4.189999999999999858e+01 4.138197000000000259e+01 7.459579999999999878e+00 6.237731000000000137e+01
2.630000000000000455e+03 4.195000000000000284e+01 4.099696000000000140e+01 1.372372999999999976e+01 6.284165000000000134e+01
2.640000000000000000e+03 4.200000000000000000e+01 4.115583000000000169e+01 1.215607999999999933e+01 6.343379000000000190e+01
2.649999999999999091e+03 4.204999999999999716e+01 4.152593000000000245e+01 7.546660000000000146e+00 6.385659000000000418e+01
2.660000000000000000e+03 4.210000000000000142e+01 4.164831999999999823e+01 6.504220000000000113e+00 6.414253999999999678e+01
2.669999999999999545e+03 4.214999999999999858e+01 4.205763000000000318e+01 1.330100000000000060e+00 6.439238000000000284e+01
2.680000000000000455e+03 4.220000000000000284e+01 4.185381000000000284e+01 4.985070000000000334e+00 6.459368000000000620e+01
2.690000000000000000e+03 4.225000000000000000e+01 4.204518000000000200e+01 2.949429999999999996e+00 6.478378000000000725e+01
2.699999999999999091e+03 4.229999999999999716e+01 4.187805000000000177e+01 6.076030000000000264e+00 6.492099000000000331e+01
2.710000000000000000e+03 4.235000000000000142e+01 4.207305000000000206e+01 3.988039999999999807e+00 6.520825999999999567e+01
2.719999999999999545e+03 4.239999999999999858e+01 4.198456999999999795e+01 5.982260000000000133e+00 6.555231000000000563e+01
2.730000000000000455e+03 4.245000000000000284e+01 4.211540999999999713e+01 4.818089999999999762e+00 6.581521000000000754e+01
2.740000000000000000e+03 4.250000000000000000e+01 4.216360000000000241e+01 4.844120000000000203e+00 6.610599000000000558e+01
2.749999999999999091e+03 4.254999999999999716e+01 4.219062000000000268e+01 5.175019999999999953e+00 6.642398000000000025e+01
2.760000000000000000e+03 4.260000000000000142e+01 4.232166999999999746e+01 4.007909999999999862e+00 6.667100999999999544e+01
2.769999999999999545e+03 4.264999999999999858e+01 4.230474000000000245e+01 4.971799999999999997e+00 6.685838999999999999e+01
2.780000000000000455e+03 4.270000000000000284e+01 4.242931000000000097e+01 3.897920000000000051e+00 6.713814999999999600e+01
2.790000000000000000e+03 4.275000000000000000e+01 4.231956000000000273e+01 6.198269999999999946e+00 6.748933999999999855e+01
2.799999999999999091e+03 4.279999999999999716e+01 4.256616000000000355e+01 3.367259999999999920e+00 6.770159999999999911e+01
2.810000000000000000e+03 4.285000000000000142e+01 4.256750000000000256e+01 4.067960000000000242e+00 6.783201999999999998e+01
2.819999999999999545e+03 4.289999999999999858e+01 4.249016999999999911e+01 5.901510000000000034e+00 6.808678000000000452e+01
2.830000000000000455e+03 4.295000000000000284e+01 4.254646999999999935e+01 5.810870000000000424e+00 6.840946999999999889e+01
2.840000000000000000e+03 4.300000000000000000e+01 4.243193999999999733e+01 8.180030000000000356e+00 6.880146000000000583e+01
2.849999999999999091e+03 4.304999999999999716e+01 4.246851000000000198e+01 8.373509999999999565e+00 6.924885000000000446e+01
2.860000000000000000e+03 4.310000000000000142e+01 4.264813999999999794e+01 6.506780000000000008e+00 6.962953000000000259e+01
2.869999999999999545e+03 4.314999999999999858e+01 4.284743000000000279e+01 4.356939999999999813e+00 6.995842000000000382e+01
2.880000000000000455e+03 4.320000000000000284e+01 4.293737000000000137e+01 3.781839999999999868e+00 7.018998000000000559e+01
2.890000000000000000e+03 4.325000000000000000e+01 4.273649999999999949e+01 7.394389999999999574e+00 7.042446999999999946e+01
2.899999999999999091e+03 4.329999999999999716e+01 4.285242000000000218e+01 6.445159999999999556e+00 7.079178000000000281e+01
2.910000000000000000e+03 4.335000000000000142e+01 4.282415999999999912e+01 7.572040000000000326e+00 7.117956000000000927e+01
2.919999999999999545e+03 4.339999999999999858e+01 4.293316999999999695e+01 6.722380000000000244e+00 7.151812000000001035e+01
2.930000000000000455e+03 4.345000000000000284e+01 4.264292999999999978e+01 1.162174000000000085e+01 7.190734000000000492e+01
2.940000000000000000e+03 4.350000000000000000e+01 4.294917000000000229e+01 7.931949999999999612e+00 7.240362999999999261e+01
2.949999999999999091e+03 4.354999999999999716e+01 4.280011999999999972e+01 1.079832999999999998e+01 7.283078000000000429e+01
2.960000000000000000e+03 4.360000000000000142e+01 4.310007000000000232e+01 7.198929999999999829e+00 7.323955000000000837e+01
2.969999999999999545e+03 4.364999999999999858e+01 4.291114999999999924e+01 1.063949999999999996e+01 7.366076000000001045e+01
2.980000000000000455e+03 4.370000000000000284e+01 4.270606000000000080e+01 1.431269999999999953e+01 7.423447000000000173e+01
2.990000000000000000e+03 4.375000000000000000e+01 4.310293999999999670e+01 9.317600000000000549e+00 7.475777999999999679e+01
2.999999999999999091e+03 4.379999999999999716e+01 4.292544999999999789e+01 1.259354000000000084e+01 7.475777999999999679e+01
3.010000000000000000e+03 4.385000000000000142e+01 4.309253999999999962e+01 1.090736000000000061e+01 7.524025999999999215e+01
3.019999999999999545e+03 4.389999999999999858e+01 4.313866999999999763e+01 1.096316999999999986e+01 7.578596999999999184e+01
3.030000000000000455e+03 4.395000000000000284e+01 4.361641000000000190e+01 4.803659999999999819e+00 7.624119999999999209e+01
3.040000000000000000e+03 4.400000000000000000e+01 4.370891999999999911e+01 4.191620000000000346e+00 7.650413000000000352e+01
3.049999999999999091e+03 4.404999999999999716e+01 4.378802999999999912e+01 3.772419999999999884e+00 7.664099999999999113e+01
3.060000000000000000e+03 4.410000000000000142e+01 4.376406000000000063e+01 4.837509999999999977e+00 7.689906999999999471e+01
3.069999999999999545e+03 4.414999999999999858e+01 4.342311000000000121e+01 1.046716999999999942e+01 7.730173999999999523e+01
3.080000000000000455e+03 4.420000000000000284e+01 4.384899000000000058e+01 5.054610000000000269e+00 7.771177000000000135e+01
3.090000000000000000e+03 4.425000000000000000e+01 4.413309999999999889e+01 1.683389999999999942e+00 7.791740999999998962e+01
3.099999999999999091e+03 4.429999999999999716e+01 4.417591999999999786e+01 1.786810000000000009e+00 7.791960999999999160e+01
3.110000000000000000e+03 4.435000000000000142e+01 4.402156000000000091e+01 4.729549999999999699e+00 7.811475999999998976e+01
3.119999999999999545e+03 4.439999999999999858e+01 4.413521000000000072e+01 3.813009999999999788e+00 7.841270000000000095e+01
3.130000000000000455e+03 4.445000000000000284e+01 4.396045999999999765e+01 7.049310000000000187e+00 7.869383999999999446e+01
3.140000000000000000e+03 4.450000000000000000e+01 4.393039999999999878e+01 8.202270000000000394e+00 7.902334999999999354e+01
3.149999999999999091e+03 4.454999999999999716e+01 4.418057999999999907e+01 5.319630000000000081e+00 7.932832999999999402e+01
3.160000000000000000e+03 4.460000000000000142e+01 4.391183999999999799e+01 9.909459999999999269e+00 7.979882999999999527e+01
3.169999999999999545e+03 4.464999999999999858e+01 4.403987999999999658e+01 8.785690000000000666e+00 8.033164999999999623e+01
3.180000000000000455e+03 4.470000000000000284e+01 4.401252999999999815e+01 9.899570000000000647e+00 8.072947999999999524e+01
3.190000000000000000e+03 4.475000000000000000e+01 4.434962999999999766e+01 5.765259999999999607e+00 8.103466000000000236e+01
3.199999999999999091e+03 4.479999999999999716e+01 4.430796999999999741e+01 7.085219999999999629e+00 8.132335999999999387e+01
3.210000000000000000e+03 4.485000000000000142e+01 4.430275999999999925e+01 7.880320000000000213e+00 8.160913999999999646e+01
3.219999999999999545e+03 4.489999999999999858e+01 4.449611000000000161e+01 5.815949999999999953e+00 8.187657000000000096e+01
3.230000000000000455e+03 4.495000000000000284e+01 4.474727000000000032e+01 2.919280000000000097e+00 8.203578999999999155e+01
3.240000000000000000e+03 4.500000000000000000e+01 4.494993000000000194e+01 7.209999999999999742e-01 8.211469999999999914e+01
3.249999999999999091e+03 4.504999999999999716e+01 4.485470999999999719e+01 2.812180000000000124e+00 8.213459999999999184e+01
3.260000000000000000e+03 4.510000000000000142e+01 4.487366999999999706e+01 3.259079999999999977e+00 8.235882999999999754e+01
3.269999999999999545e+03 4.514999999999999858e+01 4.478867000000000331e+01 5.203149999999999942e+00 8.258776000000000295e+01
3.280000000000000455e+03 4.520000000000000284e+01 4.519355000000000189e+01 9.284000000000000585e-02 8.274939999999999429e+01
3.290000000000000000e+03 4.525000000000000000e+01 4.530633000000000266e+01 -8.111899999999999666e-01 8.276510999999999285e+01
3.299999999999999091e+03 4.529999999999999716e+01 4.526859999999999928e+01 4.521899999999999809e-01 8.277825999999998885e+01
3.310000000000000000e+03 4.535000000000000142e+01 4.536285000000000167e+01 -1.849899999999999878e-01 8.277055999999998903e+01
3.319999999999999545e+03 4.539999999999999858e+01 4.530494000000000199e+01 1.368910000000000071e+00 8.277983000000000402e+01
3.330000000000000455e+03 4.545000000000000284e+01 4.528005999999999887e+01 2.447150000000000158e+00 8.291727999999999099e+01
3.340000000000000000e+03 4.550000000000000000e+01 4.528175999999999846e+01 3.142609999999999904e+00 8.314086000000000354e+01
3.349999999999999091e+03 4.554999999999999716e+01 4.528083000000000169e+01 3.876050000000000217e+00 8.328855000000000075e+01
3.360000000000000000e+03 4.560000000000000142e+01 4.542526000000000153e+01 2.516270000000000007e+00 8.341911999999999239e+01
3.369999999999999545e+03 4.564999999999999858e+01 4.533941999999999695e+01 4.472369999999999735e+00 8.357388999999999157e+01
3.380000000000000455e+03 4.570000000000000284e+01 4.550670999999999822e+01 2.783420000000000005e+00 8.367936999999999159e+01
3.390000000000000000e+03 4.575000000000000000e+01 4.564934000000000225e+01 1.449449999999999905e+00 8.380308999999999742e+01
3.399999999999999091e+03 4.579999999999999716e+01 4.574689999999999657e+01 7.646800000000000264e-01 8.391339999999999577e+01
3.410000000000000000e+03 4.585000000000000142e+01 4.587617999999999796e+01 -3.770200000000000218e-01 8.403436999999999557e+01
3.419999999999999545e+03 4.589999999999999858e+01 4.607569999999999766e+01 -2.530060000000000198e+00 8.402582999999999913e+01
3.430000000000000455e+03 4.595000000000000284e+01 4.589260999999999768e+01 8.264599999999999724e-01 8.405236999999999625e+01
3.440000000000000000e+03 4.600000000000000000e+01 4.620806000000000324e+01 -2.995999999999999996e+00 8.398649000000000342e+01
3.449999999999999091e+03 4.604999999999999716e+01 4.589817000000000036e+01 2.186389999999999834e+00 8.392609999999999104e+01
3.460000000000000000e+03 4.610000000000000142e+01 4.614305999999999841e+01 -6.200599999999999445e-01 8.402230000000000132e+01
3.469999999999999545e+03 4.614999999999999858e+01 4.627835999999999927e+01 -1.848340000000000094e+00 8.406999999999999318e+01
3.480000000000000455e+03 4.620000000000000284e+01 4.613976000000000255e+01 8.675199999999999578e-01 8.409323999999999444e+01
3.490000000000000000e+03 4.625000000000000000e+01 4.630317999999999756e+01 -7.657399999999999762e-01 8.412954999999999472e+01
3.499999999999999091e+03 4.629999999999999716e+01 4.634302000000000277e+01 -6.194399999999999906e-01 8.419553999999999405e+01
3.510000000000000000e+03 4.635000000000000142e+01 4.649287999999999954e+01 -2.057459999999999845e+00 8.415778999999999144e+01
3.519999999999999545e+03 4.639999999999999858e+01 4.628070000000000306e+01 1.717889999999999917e+00 8.406416999999999007e+01
3.530000000000000455e+03 4.645000000000000284e+01 4.609619000000000000e+01 5.094929999999999737e+00 8.415246999999999389e+01
3.540000000000000000e+03 4.650000000000000000e+01 4.573758000000000123e+01 1.097891000000000084e+01 8.449092999999999165e+01
3.549999999999999091e+03 4.654999999999999716e+01 4.604299999999999926e+01 7.300819999999999865e+00 8.484416999999999121e+01
3.560000000000000000e+03 4.660000000000000142e+01 4.620759000000000327e+01 5.650699999999999612e+00 8.511856999999999118e+01
