source_archive	bytes	sha256	role
simulations/construct-X/cleaved/construct_X_cleaved.tgz	63715245	c690db985aa83b89b0863a7ac0a9069b0f1cbaef36ab9570529ff4e277f6ec74	original_source_manifest_only
simulations/construct-X/uncleaved/construct_X_uncleaved.tgz	63728851	29509aa6a105b707ab9fb6b9065eb6cd3199cdb23a589372f9e9b699b18ee6a5	original_source_manifest_only
